"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways"
"672","Q31","5NR","TRAFFORD PCT","IP320","Cardiology",98,55,52,46,57,39,34,26,20,27,15,12,6,7,2,7,5,4,2,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519
"673","Q31","5NR","TRAFFORD PCT","IP330","Dermatology",245,108,93,101,89,78,94,53,36,54,27,27,25,17,6,12,3,7,5,0,1,2,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089
"674","Q31","5NR","TRAFFORD PCT","IP340","Thoracic Medicine",65,41,33,38,30,20,19,12,4,11,12,7,10,5,2,4,4,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324
"675","Q31","5NR","TRAFFORD PCT","IP400","Neurology",30,39,48,27,27,20,30,13,17,8,13,3,8,13,3,6,3,6,2,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325
"676","Q31","5NR","TRAFFORD PCT","IP410","Rheumatology",53,23,24,13,13,10,11,9,4,7,5,7,0,5,2,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195
"677","Q31","5NR","TRAFFORD PCT","IP430","Geriatric Medicine",22,25,15,6,13,13,10,8,6,11,4,5,4,6,5,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
"678","Q31","5NR","TRAFFORD PCT","IP502","Gynaecology",227,94,106,76,64,55,39,46,29,22,30,19,8,12,11,6,5,4,2,2,3,0,1,1,1,2,0,1,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,873
"679","Q31","5NR","TRAFFORD PCT","IP999","Total",2756,1533,1328,1162,1023,1018,882,691,525,568,493,447,370,355,246,244,194,139,119,48,46,32,34,56,42,33,21,32,29,24,17,17,17,8,11,6,6,2,6,0,6,2,4,6,0,2,4,0,0,1,1,7,14,14627
"680","Q31","5NR","TRAFFORD PCT","IPX01","Other",333,216,194,158,124,123,121,86,46,74,56,50,48,32,27,21,20,12,10,6,8,4,4,1,8,2,2,3,8,8,2,1,4,4,2,0,1,0,4,0,1,0,2,2,0,0,1,0,0,0,0,3,8,1840
"681","Q31","5NT","MANCHESTER PCT","IP100","General Surgery",346,309,256,239,193,202,162,125,110,132,116,114,90,96,68,46,36,51,16,20,22,7,7,9,11,11,14,10,5,6,3,3,3,3,5,4,3,2,3,0,2,1,1,0,3,2,1,0,1,3,1,1,9,2883
"682","Q31","5NT","MANCHESTER PCT","IP101","Urology",145,157,146,118,120,118,91,66,49,57,47,61,49,54,37,31,24,17,15,6,8,8,7,10,5,4,7,4,2,2,5,1,2,1,4,1,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,3,1490
"683","Q31","5NT","MANCHESTER PCT","IP110","Trauma & Orthopaedics",469,473,460,398,334,340,312,274,250,275,251,258,233,207,189,179,182,139,128,59,31,18,14,37,22,24,18,22,13,10,13,16,8,7,5,12,6,4,5,2,2,1,2,4,4,1,5,2,4,3,4,4,10,5743
"684","Q31","5NT","MANCHESTER PCT","IP120","ENT",286,244,271,181,133,164,129,105,82,82,89,77,100,63,50,54,38,28,17,10,7,3,7,8,3,11,2,4,5,4,3,2,4,1,1,2,3,2,2,1,1,2,1,2,0,0,0,2,1,1,1,2,5,2296
"685","Q31","5NT","MANCHESTER PCT","IP130","Ophthalmology",244,239,267,217,237,272,230,140,151,172,140,93,65,47,44,46,29,11,8,12,10,7,4,7,5,4,2,3,2,4,3,1,1,1,2,3,2,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2731
"686","Q31","5NT","MANCHESTER PCT","IP140","Oral Surgery",194,189,186,136,125,128,105,82,74,77,71,45,60,54,37,37,21,21,14,8,9,5,5,8,2,7,3,6,5,4,2,2,4,2,1,0,2,5,2,2,3,1,0,1,1,1,0,3,1,1,0,0,3,1755
"687","Q31","5NT","MANCHESTER PCT","IP150","Neurosurgery",81,43,52,40,44,51,27,27,22,16,25,16,19,9,10,4,4,4,2,3,2,0,3,3,3,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,518
"688","Q31","5NT","MANCHESTER PCT","IP160","Plastic Surgery",45,50,42,41,40,42,33,26,33,16,19,24,20,20,15,6,11,1,3,4,1,0,1,0,2,0,1,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,502
"689","Q31","5NT","MANCHESTER PCT","IP170","Cardiothoracic Surgery",15,13,12,8,12,10,5,5,8,4,2,2,3,1,3,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
"690","Q31","5NT","MANCHESTER PCT","IP300","General Medicine",95,88,85,69,54,55,58,37,30,41,40,44,31,15,19,21,18,18,13,8,4,4,2,3,0,3,5,1,2,0,5,1,1,1,1,0,1,0,1,0,0,1,0,0,2,1,2,0,0,1,1,0,4,886
"691","Q31","5NT","MANCHESTER PCT","IP301","Gastroenterology",79,96,105,61,53,86,52,49,39,38,32,30,33,17,29,22,18,11,5,6,4,3,2,3,3,1,2,1,5,2,1,0,1,2,0,0,0,4,0,2,1,0,1,0,0,0,0,1,1,0,0,1,2,904
"692","Q31","5NT","MANCHESTER PCT","IP320","Cardiology",161,183,165,127,108,115,97,82,56,73,62,58,47,46,38,27,37,8,9,7,3,1,2,4,5,1,3,1,1,2,2,0,3,3,1,1,2,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,1551
"693","Q31","5NT","MANCHESTER PCT","IP330","Dermatology",311,225,177,129,160,142,107,84,58,59,76,59,32,30,31,15,16,13,14,3,2,0,0,2,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1753
"694","Q31","5NT","MANCHESTER PCT","IP340","Thoracic Medicine",77,103,64,55,78,54,58,39,64,48,25,17,49,14,13,8,9,5,6,2,2,0,1,2,0,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,802
"695","Q31","5NT","MANCHESTER PCT","IP400","Neurology",83,73,97,68,63,60,71,44,35,37,23,25,30,21,25,20,22,11,8,4,2,1,1,0,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,831
"696","Q31","5NT","MANCHESTER PCT","IP410","Rheumatology",59,76,53,42,47,37,33,29,19,25,26,21,13,12,24,12,8,4,4,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,556
"697","Q31","5NT","MANCHESTER PCT","IP430","Geriatric Medicine",32,28,23,19,28,29,13,7,9,11,6,9,6,9,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
"698","Q31","5NT","MANCHESTER PCT","IP502","Gynaecology",209,227,159,164,122,140,89,93,72,55,68,54,43,41,31,29,21,25,25,6,5,2,2,4,3,3,6,1,5,4,1,1,1,3,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,2,0,1,1,1725
"699","Q31","5NT","MANCHESTER PCT","IP999","Total",3698,3528,3340,2653,2394,2448,2058,1599,1333,1429,1349,1280,1122,898,793,687,574,430,342,203,128,66,74,127,82,93,85,74,63,68,53,41,49,43,32,31,32,35,25,18,19,16,17,15,23,16,13,11,15,17,12,10,90,33651
"700","Q31","5NT","MANCHESTER PCT","IPX01","Other",767,712,720,541,443,403,386,285,172,211,231,273,199,142,128,128,77,60,55,38,14,7,15,26,15,17,20,19,16,27,14,12,19,16,9,7,9,12,8,9,7,8,11,5,8,9,5,2,7,5,5,1,45,6380
"701","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP100","General Surgery",107,108,58,75,47,60,42,25,31,23,27,23,9,15,12,8,8,8,4,5,2,4,3,3,2,0,0,3,2,1,1,1,0,0,4,3,0,3,0,0,0,1,3,0,1,2,1,1,1,0,0,0,1,738
"702","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP101","Urology",35,39,35,17,39,23,21,12,13,15,8,2,13,10,5,1,4,3,4,6,3,0,0,3,1,1,0,2,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321
"703","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP110","Trauma & Orthopaedics",201,228,212,205,164,182,171,115,79,93,69,56,32,34,40,19,16,19,13,14,7,3,8,2,6,4,6,1,2,4,2,2,4,2,3,3,1,0,0,1,2,0,0,2,1,0,1,2,1,0,0,0,1,2033
"704","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP120","ENT",59,75,48,32,51,29,27,16,16,10,19,10,13,11,5,3,6,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,438
"705","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP130","Ophthalmology",172,127,99,59,109,86,65,32,46,51,27,11,10,6,3,2,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,916
"706","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP140","Oral Surgery",69,105,79,42,69,47,52,34,36,26,32,22,20,7,8,8,4,5,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,673
"707","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP150","Neurosurgery",13,6,11,11,4,10,10,6,6,2,7,6,0,2,2,2,0,0,2,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
"708","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP160","Plastic Surgery",6,8,5,12,10,15,7,7,1,4,1,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
"709","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP170","Cardiothoracic Surgery",6,3,0,3,2,1,1,3,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"710","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP300","General Medicine",54,61,56,51,29,37,24,14,18,17,13,4,5,7,6,4,2,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,411
"711","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP301","Gastroenterology",2,0,0,2,0,3,0,1,1,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17
"712","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP320","Cardiology",31,39,27,51,27,29,16,16,11,9,15,2,3,5,0,1,2,4,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,296
"713","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP330","Dermatology",42,39,42,45,46,44,43,33,19,16,18,12,4,4,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413
"714","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP340","Thoracic Medicine",17,29,26,9,13,21,10,10,4,6,3,3,1,1,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
"715","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP400","Neurology",19,16,12,22,15,17,9,7,3,7,1,0,1,1,0,1,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"716","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP410","Rheumatology",20,7,18,17,6,12,12,12,5,2,2,2,0,3,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
"717","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP430","Geriatric Medicine",5,9,4,3,2,2,4,3,2,5,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
"718","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP502","Gynaecology",68,74,63,44,49,33,27,20,28,17,13,4,3,4,3,4,5,4,0,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470
"719","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IP999","Total",1033,1089,869,754,770,704,596,410,359,341,295,180,123,121,96,67,57,59,44,36,20,12,14,19,14,10,14,8,7,11,7,8,8,5,12,8,5,8,2,2,3,3,5,5,4,3,3,5,3,2,1,0,3,8237
"720","Q31","TAP","BLACKBURN WITH DARWEN TEACHING CARE TRUST PLUS","IPX01","Other",107,116,74,54,88,53,55,44,40,37,34,17,9,11,6,8,5,4,4,3,1,3,2,4,3,2,4,2,0,4,3,4,3,3,3,2,1,3,1,1,1,2,1,2,2,0,1,1,0,1,1,0,1,831
"721","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP100","General Surgery",112,119,74,51,51,40,28,39,22,22,19,14,14,17,13,4,7,5,7,5,2,1,1,0,2,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,1,0,1,0,1,4,687
"722","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP101","Urology",36,38,33,41,20,13,10,11,8,1,8,6,8,5,1,0,4,4,3,2,0,0,0,1,2,1,0,0,0,1,2,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,265
"723","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP110","Trauma & Orthopaedics",88,70,84,70,47,50,50,46,18,34,31,27,24,27,6,15,8,10,6,5,2,6,4,2,3,0,1,6,1,3,0,0,3,1,0,1,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,4,759
"724","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP120","ENT",66,54,50,36,34,40,22,15,9,11,7,2,4,1,5,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,368
"725","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP130","Ophthalmology",109,150,101,90,65,51,30,15,10,12,3,7,7,4,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662
"726","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP140","Oral Surgery",29,36,23,40,25,35,23,19,9,13,13,7,5,5,3,0,1,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,294
"727","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP150","Neurosurgery",6,12,6,10,9,10,8,4,2,5,3,6,2,5,5,2,2,0,2,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
"728","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP160","Plastic Surgery",3,15,1,4,4,5,2,2,5,6,2,0,1,1,2,5,1,2,2,4,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,78
"729","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP170","Cardiothoracic Surgery",1,6,4,6,3,4,5,5,2,3,4,3,1,2,1,3,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,2,0,1,1,7,79
"730","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP300","General Medicine",66,81,47,46,25,27,12,12,9,14,6,7,1,0,2,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,365
"731","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP301","Gastroenterology",42,46,41,16,12,14,6,8,3,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,207
"732","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP320","Cardiology",6,8,4,6,8,9,4,6,1,7,5,2,2,2,2,1,2,1,0,2,1,0,0,2,0,1,2,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,93
"733","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP330","Dermatology",34,31,23,25,15,14,5,7,4,3,9,2,3,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
"734","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP340","Thoracic Medicine",20,24,9,2,3,5,7,4,4,5,4,2,5,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,105
"735","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP400","Neurology",10,8,12,7,15,10,5,8,9,9,6,5,3,5,1,4,1,1,1,1,1,0,1,3,2,3,1,3,2,0,1,0,0,0,3,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,147
"736","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP410","Rheumatology",16,15,15,6,0,2,1,1,1,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69
"737","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP430","Geriatric Medicine",4,4,3,1,1,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21
"738","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP502","Gynaecology",50,59,42,46,30,30,16,10,11,9,8,5,9,11,6,6,2,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,360
"739","Q32","5EF","NORTH LINCOLNSHIRE PCT","IP999","Total",798,871,642,548,396,395,268,237,138,175,145,115,99,98,60,58,45,44,29,26,11,13,11,18,15,9,7,15,6,11,7,6,8,5,7,6,3,8,8,3,1,2,9,0,3,3,5,1,3,2,1,6,34,5434
"740","Q32","5EF","NORTH LINCOLNSHIRE PCT","IPX01","Other",100,95,70,45,29,36,32,25,11,19,10,17,8,9,6,9,7,10,5,2,2,3,3,6,2,1,0,2,1,2,1,2,1,0,2,2,0,2,3,1,0,0,3,0,0,0,0,0,0,0,0,0,4,588
"741","Q32","5H8","ROTHERHAM PCT","IP100","General Surgery",163,122,77,48,47,36,37,33,7,24,16,7,7,11,4,2,7,4,3,3,3,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,667
"742","Q32","5H8","ROTHERHAM PCT","IP101","Urology",40,34,16,19,15,17,17,7,2,6,4,7,3,2,4,4,3,4,2,1,1,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
"743","Q32","5H8","ROTHERHAM PCT","IP110","Trauma & Orthopaedics",243,216,138,124,94,66,75,69,37,34,47,40,21,23,28,18,14,13,8,15,9,5,4,0,4,7,1,3,3,2,0,2,3,1,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1379
"744","Q32","5H8","ROTHERHAM PCT","IP120","ENT",95,113,86,62,68,53,56,42,24,24,24,24,19,21,20,16,4,11,7,4,8,7,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,802
"745","Q32","5H8","ROTHERHAM PCT","IP130","Ophthalmology",151,209,169,72,40,43,22,16,9,6,10,4,3,8,5,6,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780
"746","Q32","5H8","ROTHERHAM PCT","IP140","Oral Surgery",79,93,78,72,36,54,54,17,14,17,17,9,3,4,7,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
"747","Q32","5H8","ROTHERHAM PCT","IP150","Neurosurgery",12,11,8,5,11,2,6,2,6,0,0,3,1,4,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
"748","Q32","5H8","ROTHERHAM PCT","IP160","Plastic Surgery",4,6,4,5,5,5,4,2,0,0,6,7,1,3,1,3,0,0,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63
"749","Q32","5H8","ROTHERHAM PCT","IP170","Cardiothoracic Surgery",4,4,3,3,7,1,1,1,2,2,0,6,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41
"750","Q32","5H8","ROTHERHAM PCT","IP300","General Medicine",82,56,48,57,29,32,14,6,5,5,6,2,1,2,2,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,354
"751","Q32","5H8","ROTHERHAM PCT","IP301","Gastroenterology",39,42,40,28,30,32,20,7,3,3,6,5,4,4,6,2,1,1,4,1,2,3,1,3,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
"752","Q32","5H8","ROTHERHAM PCT","IP320","Cardiology",35,13,27,13,6,12,8,0,6,7,6,8,3,2,2,3,1,2,0,0,0,0,1,2,0,1,1,0,2,2,0,1,3,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,11,184
"753","Q32","5H8","ROTHERHAM PCT","IP330","Dermatology",134,138,89,100,31,18,17,8,3,6,5,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559
"754","Q32","5H8","ROTHERHAM PCT","IP340","Thoracic Medicine",19,19,15,13,8,1,1,3,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,1,90
"755","Q32","5H8","ROTHERHAM PCT","IP400","Neurology",21,20,13,5,13,5,7,5,3,0,2,2,0,1,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103
"756","Q32","5H8","ROTHERHAM PCT","IP410","Rheumatology",27,28,34,16,6,1,2,1,1,0,2,7,1,0,1,2,1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,140
"757","Q32","5H8","ROTHERHAM PCT","IP430","Geriatric Medicine",14,13,7,4,1,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"758","Q32","5H8","ROTHERHAM PCT","IP502","Gynaecology",117,111,93,53,17,17,20,21,11,15,7,8,8,6,6,3,9,5,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,535
"759","Q32","5H8","ROTHERHAM PCT","IP999","Total",1445,1397,1071,781,549,465,418,280,175,185,195,172,110,123,100,76,70,70,44,29,30,20,15,25,15,17,8,6,12,8,4,6,9,2,3,3,2,1,1,4,3,3,1,0,1,1,0,2,1,0,1,0,29,7988
"760","Q32","5H8","ROTHERHAM PCT","IPX01","Other",166,149,126,82,85,68,55,39,41,33,37,28,33,29,12,11,22,12,9,3,3,3,6,4,4,4,3,1,3,4,3,3,3,0,2,0,0,0,1,2,2,2,0,0,0,0,0,0,1,0,0,0,5,1099
"761","Q32","5J6","CALDERDALE PCT","IP100","General Surgery",203,149,138,128,106,85,129,101,79,59,59,68,60,66,58,55,56,41,33,31,30,11,16,15,15,22,9,12,10,8,11,5,5,8,1,0,4,1,1,2,1,2,0,1,0,2,1,0,1,0,0,0,0,1898
"762","Q32","5J6","CALDERDALE PCT","IP101","Urology",89,37,75,37,47,45,37,46,44,23,21,25,36,14,26,14,7,6,0,6,4,1,2,1,1,1,0,1,2,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,656
"763","Q32","5J6","CALDERDALE PCT","IP110","Trauma & Orthopaedics",219,116,143,121,109,88,76,78,81,53,51,51,38,42,26,21,22,16,8,6,4,2,4,1,1,4,1,1,0,2,0,2,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1395
